Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Credit_History_Months,Num_Loan_Types,Has_Loan
August,,Media_Manager,91702.14,7455.845,5.0,7.0,10.0,3.0,13,,3.87,2.0,Good,233.12,36.61260515847557,No,64978.0,193.07947251657745,High_spent_Large_value_payments,651.7779029639818,Standard,249.0,3,1
January,26.0,Entrepreneur,39890.28,3561.19,3.0,5.0,15.0,6.0,18,10.0,11.34,7.0,Standard,264.32,31.619785980109253,Yes,149.16438431597436,49.22031108909238,High_spent_Large_value_payments,397.7343045949333,Standard,62.0,6,1
February,26.0,Entrepreneur,39890.28,3561.19,3.0,5.0,15.0,6.0,18,10.0,16.34,7.0,_,264.32,25.58759530945404,Yes,149.16438431597436,120.96710919576452,Low_spent_Medium_value_payments,365.9875064882612,Standard,63.0,6,1
March,26.0,Entrepreneur,39890.28,3561.19,3.0,5.0,15.0,6.0,18,7.0,,7.0,Standard,264.32,37.46017018603948,Yes,149.16438431597436,225.4964107404976,High_spent_Small_value_payments,241.4582049435281,Standard,64.0,6,1
April,26.0,Entrepreneur,39890.28,3561.19,3.0,5.0,15.0,6.0,17,8.0,11.34,7.0,_,264.32,31.781989655534023,Yes,149.16438431597436,,Low_spent_Large_value_payments,309.4952499483612,Standard,65.0,6,1
May,26.0,,39890.28,3561.19,3.0,5.0,15.0,6.0,20,10.0,18.34,7.0,Standard,264.32,30.24040239406237,Yes,62449.0,145.76802254436376,High_spent_Medium_value_payments,311.18659313966185,Standard,66.0,6,1
June,26.0,Entrepreneur,39890.28,3561.19,3.0,,15.0,6.0,18,10.0,11.34,7.0,Standard,264.32,37.63399852731091,Yes,149.16438431597436,161.5455743466441,Low_spent_Large_value_payments,315.4090413373816,Standard,67.0,6,1
July,26.0,Entrepreneur,39890.28,3561.19,3.0,5.0,15.0,6.0,18,10.0,11.34,7.0,Standard,264.32,33.13866650173468,,149.16438431597436,,Low_spent_Small_value_payments,320.3929617952384,Standard,68.0,6,1
August,26.0,,39890.28,3561.19,3.0,5.0,15.0,6.0,16,10.0,10.34,10.0,Standard,264.32,22.21170132964628,Yes,149.16438431597436,288.40640093983296,Low_spent_Small_value_payments,208.5482147441927,Standard,69.0,6,1
January,47.0,Accountant,121187.49,10010.9575,1.0,4.0,1.0,3.0,1,3.0,10.5,,Good,1077.16,37.99279314210893,,165.62420207261513,,Low_spent_Medium_value_payments,119.60733030935992,Standard,388.0,3,1
February,47.0,Accountant,121187.49,,1.0,4.0,1.0,3.0,1,3.0,,2.0,Good,1077.16,34.92250248364713,No,165.62420207261513,191.3020560365344,High_spent_Large_value_payments,884.1694918908504,Standard,389.0,3,1
March,,Accountant,121187.49,10010.9575,1.0,4.0,1.0,3.0,1,3.0,10.5,2.0,Good,1077.16,29.43537101761896,No,165.62420207261513,243.62626048953084,,831.845287437854,Standard,390.0,3,1
April,48.0,Accountant,121187.49,,1.0,4.0,1.0,3.0,1,5.0,4.5,2.0,_,1077.16,34.82357598179084,,165.62420207261513,96.22476555349272,High_spent_Large_value_payments,979.2467823738922,Poor,391.0,3,1
May,48.0,Accountant,121187.49,10010.9575,1.0,4.0,1.0,3.0,1,3.0,7.5,2.0,Good,1077.16,30.620282933596908,No,165.62420207261513,327.6964895251595,High_spent_Medium_value_payments,757.7750584022252,Standard,392.0,3,1
June,48.0,Accountant,121187.49,10010.9575,1.0,4.0,1.0,3.0,1,3.0,10.5,2.0,Good,1077.16,28.873716540308124,No,165.62420207261513,194.56792149139235,High_spent_Large_value_payments,880.9036264359926,Poor,393.0,3,1
July,48.0,Accountant,121187.49,10010.9575,1.0,4.0,1.0,3.0,3,6.0,10.5,2.0,Good,1077.16,30.8116550123656,No,165.62420207261513,834.3389067588994,Low_spent_Small_value_payments,291.13264116848546,Poor,394.0,3,1
August,48.0,Accountant,121187.49,10010.9575,1.0,4.0,1.0,3.0,1,3.0,5.5,7.0,Good,1077.16,29.554600156062328,No,165.62420207261513,160.36040315842527,High_spent_Medium_value_payments,925.1111447689595,Poor,395.0,3,1
January,48.0,Writer,110711.22,9397.935,4.0,5.0,11.0,0.0,10,5.0,11.09,3.0,_,251.06,22.0464679273794,No,0.0,10000.0,Low_spent_Small_value_payments,121.66518719993952,Standard,,0,0
February,48.0,Writer,110711.22,9397.935,4.0,5.0,11.0,0.0,9,3.0,11.09,3.0,Good,251.06,40.02137882773522,,0.0,,High_spent_Large_value_payments,942.8891917843312,Standard,200.0,0,0
March,48.0,Writer,110711.22,9397.935,4.0,5.0,11.0,0.0,9,3.0,9.09,3.0,Good,251.06,43.6691881850443,No,0.0,142.46265046808992,High_spent_Medium_value_payments,1047.3308495319102,Standard,201.0,0,0
April,48.0,Writer,110711.22,9397.935,4.0,5.0,11.0,0.0,9,3.0,18.09,3.0,Good,251.06,28.87088490141138,No,0.0,114.0030736886906,High_spent_Medium_value_payments,1075.7904263113094,Standard,202.0,0,0
May,48.0,Writer,110711.22,9397.935,4.0,5.0,11.0,0.0,9,3.0,11.09,3.0,Good,251.06,29.08436845949996,,0.0,219.4051410572797,High_spent_Large_value_payments,960.3883589427204,Standard,,0,0
June,48.0,,110711.22,9397.935,4.0,5.0,11.0,0.0,9,3.0,11.09,3.0,Good,251.06,29.42571663517757,,0.0,797.2553808448841,Low_spent_Medium_value_payments,422.5381191551157,Standard,204.0,0,0
July,48.0,,110711.22,9397.935,4.0,5.0,11.0,0.0,9,3.0,11.09,3.0,Good,251.06,40.930781113386274,No,0.0,219.19558175892917,High_spent_Large_value_payments,960.5979182410708,Standard,205.0,0,0
August,49.0,Writer,110711.22,9397.935,4.0,5.0,11.0,0.0,12,2.0,11.09,4.0,Good,251.06,40.99077501563984,No,0.0,61.173739145042966,High_spent_Large_value_payments,1118.619760854957,Standard,206.0,0,0
January,27.0,Media_Manager,44423.16,3825.93,5.0,4.0,20.0,3.0,18,8.0,10.06,2.0,Standard,1149.63,33.61935739124875,No,57.4855483739765,145.8117929730003,High_spent_Medium_value_payments,429.2956586530233,Standard,,3,1
February,27.0,Media_Manager,44423.16,3825.93,5.0,4.0,20.0,3.0,18,,,2.0,Standard,1149.63,38.37853059544767,No,57.4855483739765,157.10077050543853,,428.0066811205851,Standard,,3,1
March,27.0,Media_Manager,44423.16,3825.93,5.0,4.0,20.0,3.0,13,9.0,13.06,4.0,_,1149.63,33.576629535943205,No,57.4855483739765,182.10744483522143,Low_spent_Large_value_payments,413.00000679080216,Standard,328.0,3,1
April,27.0,Media_Manager,44423.16,3825.93,5.0,4.0,20.0,3.0,18,8.0,10.06,4.0,Standard,1149.63,26.85880697606515,No,57.4855483739765,62.649000021625135,,512.4584516043983,Standard,329.0,3,1
May,27.0,Media_Manager,44423.16,3825.93,5.0,4.0,20.0,3.0,18,8.0,10.06,4.0,Standard,1149.63,31.64887418111936,,57.4855483739765,147.14400481006558,High_spent_Medium_value_payments,427.9634468159581,Standard,330.0,3,1
June,28.0,Media_Manager,44423.16,3825.93,5.0,4.0,20.0,3.0,18,8.0,10.06,4.0,_,1149.63,38.07424757428636,No,57.4855483739765,72.09174090461873,High_spent_Large_value_payments,493.0157107214048,Standard,331.0,3,1
July,28.0,Media_Manager,44423.16,3825.93,5.0,4.0,20.0,3.0,18,8.0,10.06,4.0,_,1149.63,28.278913685800923,No,57.4855483739765,29.087223472477824,High_spent_Large_value_payments,536.0202281535459,Standard,332.0,3,1
August,28.0,Media_Manager,44423.16,,5.0,4.0,20.0,3.0,17,8.0,10.06,4.0,_,1149.63,33.773558107210825,No,57.4855483739765,164.6282780528105,Low_spent_Large_value_payments,430.47917357321313,Standard,333.0,3,1
January,47.0,Scientist,33669.54,,5.0,6.0,3.0,2.0,8,10.0,8.14,4.0,Good,741.68,34.184009105042485,No,54.036976998491184,41.93821317683374,High_spent_Medium_value_payments,411.2043098246752,Standard,325.0,2,1
February,47.0,Scientist,33669.54,2571.795,5.0,6.0,3.0,2.0,12,7.0,8.14,4.0,Good,741.68,25.15268222653384,No,54.036976998491184,109.15050052532122,Low_spent_Small_value_payments,383.9920224761876,Standard,326.0,2,1
March,47.0,Scientist,33669.54,2571.795,5.0,6.0,3.0,2.0,12,6.0,8.14,4.0,Good,741.68,26.197478397807583,,54.036976998491184,107.84203120803728,,355.3004917934716,Standard,,2,1
April,47.0,Scientist,33669.54,2571.795,5.0,6.0,3.0,2.0,12,9.0,8.14,8.0,Good,741.68,39.29101615896159,No,54.036976998491184,122.3055460308485,Low_spent_Large_value_payments,350.8369769706603,Standard,328.0,2,1
May,47.0,Scientist,33669.54,,5.0,6.0,3.0,2.0,12,8.0,8.14,8.0,Good,741.68,37.23004639477078,No,54.036976998491184,67.50410698591992,High_spent_Small_value_payments,395.6384160155889,Standard,329.0,2,1
June,47.0,Scientist,33669.54,2571.795,5.0,6.0,3.0,2.0,12,7.0,,8.0,Good,741.68,31.702890220092048,No,54.036976998491184,62.600512986751006,High_spent_Medium_value_payments,390.54201001475786,Standard,330.0,2,1
July,47.0,Scientist,33669.54,2341.1142527859306,5.0,6.0,3.0,2.0,12,7.0,8.14,8.0,Good,741.68,34.858540539136456,No,284.7177242125605,146.94002598626628,Low_spent_Large_value_payments,326.20249701524256,Good,331.0,2,1
August,47.0,Scientist,33669.54,,5.0,6.0,3.0,2.0,13,4.0,8.14,8.0,Good,741.68,37.30766697984321,No,284.7177242125605,344.382570455148,Low_spent_Small_value_payments,148.7599525463608,Standard,332.0,2,1
January,48.0,Engineer,80676.84,6929.07,4.0,6.0,12.0,0.0,15,4.0,-4.8,1.0,_,1035.77,39.22346060600711,No,0.0,358.43191722135066,Low_spent_Medium_value_payments,614.4750827786495,Standard,212.0,0,0
February,48.0,Engineer,80676.84,,4.0,6.0,12.0,0.0,15,4.0,1.2,1.0,Good,1035.77,32.43174876181612,No,0.0,316.6744405607879,Low_spent_Small_value_payments,666.2325594392121,Standard,213.0,0,0
March,48.0,Engineer,80676.84,6929.07,4.0,6.0,12.0,0.0,15,7.0,1.2,1.0,_,1035.77,33.5582723886481,No,0.0,314.5811094062359,High_spent_Small_value_payments,638.3258905937641,Standard,214.0,0,0
April,48.0,Engineer,80676.84,6929.07,4.0,6.0,12.0,0.0,18,4.0,1.2,1.0,_,1035.77,29.427531541660407,,0.0,239.17129410472143,High_spent_Small_value_payments,713.7357058952788,Standard,215.0,0,0
May,48.0,Engineer,80676.84,6929.07,4.0,6.0,12.0,0.0,17,4.0,1.2,,Good,1035.77,32.43068551340331,,0.0,140.0947342140925,High_spent_Small_value_payments,812.8122657859076,Standard,216.0,0,0
June,48.0,Engineer,80676.84,6929.07,4.0,6.0,12.0,0.0,15,2.0,1.2,1.0,Good,1035.77,39.17942252064978,No,0.0,73.28341863059178,High_spent_Large_value_payments,859.6235813694083,Standard,217.0,0,0
July,48.0,Engineer,80676.84,6929.07,4.0,6.0,12.0,,15,4.0,2.2,1.0,Good,1035.77,37.08443574279097,No,0.0,442.62178356788735,,510.28521643211263,Standard,218.0,0,0
August,49.0,Engineer,80676.84,6929.07,4.0,,12.0,0.0,15,4.0,1.2,4.0,Good,1035.77,27.68314603059711,No,0.0,113.15155818330308,High_spent_Large_value_payments,819.7554418166969,Standard,219.0,0,0
January,35.0,Architect,16587.02,1668.2516666666668,4.0,6.0,7.0,1.0,10,8.0,6.21,2.0,Good,581.12,24.64774072996941,No,12.795844535206234,34.75946163572108,High_spent_Large_value_payments,359.2698604957393,Poor,236.0,1,1
February,35.0,Architect,16587.02,1668.2516666666668,4.0,6.0,7.0,1.0,10,4.0,6.21,2.0,Good,581.12,29.31611435081961,No,12.795844535206234,120.50227622340635,Low_spent_Large_value_payments,303.5270459080541,Poor,237.0,1,1
March,35.0,Architect,16587.02,1668.2516666666668,4.0,6.0,7.0,1.0,10,7.0,6.21,2.0,Good,581.12,25.02697336796804,No,12.795844535206234,195.1719285773956,Low_spent_Small_value_payments,248.85739355406483,Poor,238.0,1,1
April,35.0,Architect,16587.02,1668.2516666666668,4.0,6.0,7.0,1.0,10,10.0,6.21,2.0,_,581.12,38.36673693820896,No,12.795844535206234,116.33828048496956,Low_spent_Large_value_payments,307.6910416464909,Poor,,1,1
May,35.0,Architect,16587.02,1668.2516666666668,4.0,6.0,7.0,1.0,14,7.0,6.21,2.0,_,581.12,32.102449054061644,No,12.795844535206234,76.53693370036801,High_spent_Small_value_payments,337.4923884310924,Poor,240.0,1,1
June,,,16587.02,1668.2516666666668,4.0,6.0,7.0,,10,7.0,4.21,2.0,Good,581.12,33.70961087706842,No,12.795844535206234,61.97741279280021,High_spent_Medium_value_payments,342.05190933866027,Poor,241.0,1,1
July,35.0,Architect,16587.02,1668.2516666666668,4.0,6.0,7.0,1.0,13,7.0,6.21,2.0,Good,581.12,38.420092706298384,No,12.795844535206234,26.746336435401968,High_spent_Large_value_payments,367.2829856960585,Poor,242.0,1,1
August,35.0,Architect,16587.02,1573.9279631089985,4.0,6.0,7.0,1.0,10,4.0,6.21,2.0,Good,581.12,29.01876576526885,No,107.11954809287464,39.46553266642022,High_spent_Large_value_payments,354.5637894650402,Standard,243.0,1,1
January,32.0,Developer,74557.58,6114.131666666667,2.0,5.0,1.0,0.0,2,10.0,13.32,0.0,Good,206.26,39.2142700436202,No,0.0,10000.0,Low_spent_Medium_value_payments,676.9635922533678,Standard,363.0,0,0
February,32.0,Developer,74557.58,6114.131666666667,2.0,5.0,1.0,0.0,4,10.0,10.32,0.0,Good,206.26,26.60062466948089,No,0.0,540.8057861530447,Low_spent_Small_value_payments,360.6073805136221,Good,364.0,0,0
March,32.0,Developer,74557.58,6114.131666666667,2.0,5.0,1.0,0.0,2,12.0,6.32,0.0,Good,206.26,36.42349701638909,No,0.0,,High_spent_Large_value_payments,805.7085148705086,Good,,0,0
April,32.0,Developer,74557.58,6114.131666666667,2.0,5.0,1.0,0.0,2,10.0,,0.0,Good,206.26,24.751123028700643,No,0.0,446.0364780746274,Low_spent_Small_value_payments,455.3766885920393,Good,,0,0
May,33.0,Developer,74557.58,6114.131666666667,2.0,5.0,1.0,0.0,2,9.0,12.32,0.0,Good,206.26,32.87171600977831,No,0.0,118.92873629471924,,742.4844303719475,Good,367.0,0,0
June,33.0,Developer,74557.58,6114.131666666667,2.0,5.0,1.0,0.0,2,8.0,6.32,0.0,_,206.26,42.7138321991654,No,0.0,,,786.1946812883413,Good,368.0,0,0
July,33.0,,74557.58,6114.131666666667,2.0,5.0,1.0,0.0,2,11.0,6.32,0.0,Good,206.26,28.27381267580929,No,0.0,47.44641333144288,High_spent_Large_value_payments,803.9667533352239,Standard,369.0,0,0
August,33.0,Developer,74557.58,6114.131666666667,2.0,5.0,1.0,0.0,2,13.0,4.32,2.0,Good,206.26,26.33945921314479,No,0.0,,High_spent_Large_value_payments,784.3631704034102,Good,370.0,0,0
January,31.0,Doctor,14530.755,1184.89625,8.0,7.0,7.0,4.0,17,,11.69,3.0,Standard,1279.24,25.52740484538964,Yes,28.4109397988362,15.344954474358437,High_spent_Large_value_payments,314.7337307268054,Standard,,4,1
February,31.0,Doctor,14530.755,1184.89625,8.0,7.0,7.0,4.0,14,8.0,11.69,6.0,Standard,1279.24,31.65835050388341,Yes,28.4109397988362,142.66376446103996,Low_spent_Small_value_payments,237.41492074012385,Standard,346.0,4,1
March,31.0,Doctor,14530.755,1184.89625,8.0,7.0,7.0,4.0,17,8.0,11.69,6.0,Standard,1279.24,26.933265897548186,Yes,28.4109397988362,,Low_spent_Small_value_payments,259.12814543739023,Standard,347.0,4,1
April,31.0,,14530.755,1184.89625,8.0,7.0,7.0,4.0,17,8.0,11.69,6.0,Standard,1279.24,35.82542950946813,Yes,28.4109397988362,52.76572872817058,,317.3129564729932,Standard,348.0,4,1
May,31.0,Doctor,14530.755,1184.89625,8.0,7.0,7.0,4.0,17,8.0,11.69,6.0,Standard,1279.24,38.27233167287476,Yes,28.4109397988362,44.944257185342295,Low_spent_Medium_value_payments,325.13442801582147,Standard,349.0,4,1
June,31.0,Doctor,14530.755,1184.89625,8.0,7.0,7.0,4.0,17,8.0,11.69,6.0,Standard,1279.24,35.83492825263089,Yes,28.4109397988362,35.425113762390424,Low_spent_Large_value_payments,324.6535714387734,Standard,350.0,4,1
July,31.0,Doctor,14530.755,,8.0,7.0,7.0,4.0,17,8.0,11.69,6.0,_,1279.24,24.34577397084305,Yes,28.4109397988362,80.32256018461929,Low_spent_Small_value_payments,299.7561250165445,Standard,351.0,4,1
August,32.0,Doctor,14530.755,1184.89625,8.0,7.0,7.0,4.0,13,8.0,12.69,6.0,Standard,1279.24,35.73809647104901,Yes,28.4109397988362,11.503000903785672,,318.57568429737813,Standard,352.0,4,1
January,37.0,Accountant,28393.64,2076.1366666666668,6.0,6.0,31.0,7.0,46,22.0,8.48,9.0,Bad,2016.71,36.78349598005267,Yes,145.47549261096216,68.47356529471752,High_spent_Small_value_payments,253.66460876098705,Poor,134.0,7,1
February,37.0,Accountant,28393.64,2076.1366666666668,6.0,6.0,31.0,7.0,44,21.0,8.48,10.0,Bad,2016.71,27.43645340309489,Yes,145.47549261096216,187.6337066722208,Low_spent_Small_value_payments,164.50446738348376,Poor,,7,1
March,37.0,Accountant,28393.64,2076.1366666666668,6.0,6.0,31.0,7.0,50,,8.48,10.0,Bad,2016.71,29.65087014829925,Yes,145.47549261096216,59.06690437085072,High_spent_Medium_value_payments,253.07126968485383,Poor,136.0,7,1
April,37.0,Accountant,28393.64,2076.1366666666668,6.0,6.0,31.0,7.0,46,22.0,8.48,10.0,Bad,2016.71,27.070463831552185,,145.47549261096216,144.70552521970262,Low_spent_Large_value_payments,187.4326488360019,Poor,137.0,7,1
May,37.0,Accountant,28393.64,2076.1366666666668,6.0,6.0,31.0,7.0,46,22.0,8.48,10.0,Bad,2016.71,31.0631789618379,Yes,145.47549261096216,10000.0,High_spent_Small_value_payments,230.4948437283946,Poor,138.0,7,1
June,37.0,Accountant,28393.64,2076.1366666666668,6.0,6.0,31.0,7.0,48,21.0,15.48,10.0,Bad,2016.71,38.9719342185256,,145.47549261096216,218.4221428485857,Low_spent_Small_value_payments,133.71603120711885,Poor,139.0,7,1
July,37.0,Accountant,28393.64,,6.0,6.0,31.0,7.0,44,22.0,7.48,10.0,Bad,2016.71,38.36402398932749,Yes,145.47549261096216,52.20238023742616,High_spent_Small_value_payments,269.9357938182784,Poor,140.0,7,1
August,37.0,Accountant,28393.64,2076.1366666666668,6.0,6.0,31.0,7.0,46,22.0,8.48,10.0,Bad,2016.71,28.82290246335147,,145.47549261096216,28.753326164499807,High_spent_Large_value_payments,273.3848478912047,Poor,141.0,7,1
January,14.0,Manager,35849.98,2823.498333333333,7.0,6.0,5.0,2.0,13,11.0,19.49,4.0,Standard,1264.32,29.80177459148629,Yes,32.640074423516985,53.59318368324367,High_spent_Medium_value_payments,446.1165752265727,Standard,99.0,2,1
February,14.0,Manager,35849.98,,7.0,6.0,5.0,2.0,10,8.0,14.49,4.0,Standard,1264.32,26.526954635810355,,32.640074423516985,90.08846782775062,High_spent_Medium_value_payments,409.6212910820658,Standard,100.0,2,1
March,14.0,Manager,35849.98,2823.498333333333,7.0,6.0,5.0,2.0,10,,14.49,4.0,Standard,1264.32,28.4616202425233,Yes,32.640074423516985,45.74445820535582,High_spent_Large_value_payments,443.9653007044605,Standard,101.0,2,1
April,14.0,Manager,35849.98,2823.498333333333,7.0,6.0,5.0,2.0,10,10.0,14.49,4.0,_,1264.32,37.04634703496948,Yes,32.640074423516985,214.35697562470543,Low_spent_Small_value_payments,325.35278328511095,Standard,102.0,2,1
May,14.0,,35849.98,2823.498333333333,7.0,6.0,,2.0,10,10.0,14.49,4.0,Standard,1264.32,22.890454661842803,Yes,32.640074423516985,43.359304939692095,High_spent_Large_value_payments,446.3504539701243,Standard,,2,1
June,14.0,Manager,35849.98,2823.498333333333,7.0,6.0,5.0,2.0,9,9.0,14.49,4.0,Standard,1264.32,32.090276484580194,Yes,32.640074423516985,29.430206367697483,High_spent_Large_value_payments,460.2795525421189,Standard,104.0,2,1
July,14.0,Manager,35849.98,2823.498333333333,7.0,6.0,5.0,2.0,10,10.0,14.49,4.0,Standard,1264.32,33.15267428617198,Yes,32.640074423516985,281.64118523008574,Low_spent_Small_value_payments,258.0685736797306,Standard,105.0,2,1
August,14.0,Manager,35849.98,2823.498333333333,7.0,6.0,5.0,2.0,13,10.0,14.49,4.0,Standard,1264.32,32.835375139188464,Yes,32.640074423516985,204.45447215524257,,315.25528675457383,Standard,106.0,2,1
January,38.0,Journalist,34631.43,2845.9525,8.0,,15.0,5.0,17,15.0,13.16,4.0,Standard,568.94,30.288764396300632,Yes,139.89732386973935,92.87779469229127,High_spent_Medium_value_payments,301.82013143796934,Standard,152.0,5,1
February,38.0,Journalist,34631.43,2845.9525,8.0,7.0,15.0,5.0,17,15.0,13.16,2505.0,Standard,568.94,24.700252048915264,Yes,139.89732386973935,31.536325281044174,High_spent_Medium_value_payments,363.1616008492165,Standard,153.0,5,1
March,38.0,Journalist,34631.43,2845.9525,8.0,7.0,15.0,5.0,18,15.0,13.16,4.0,Standard,568.94,32.20299506395482,,139.89732386973935,132.35333858253472,,272.344587547726,Standard,154.0,5,1
April,39.0,Journalist,34631.43,2845.9525,8.0,7.0,15.0,,17,15.0,13.16,4.0,Standard,568.94,40.885512569214725,Yes,139.89732386973935,94.3805837496229,High_spent_Small_value_payments,310.3173423806378,Standard,155.0,5,1
May,39.0,Journalist,34631.43,2845.9525,8.0,7.0,15.0,5.0,17,15.0,15.16,4.0,Standard,568.94,37.05782494128982,Yes,139.89732386973935,62.04223099769976,High_spent_Small_value_payments,342.65569513256094,Standard,,5,1
June,39.0,Journalist,34631.43,,8.0,7.0,15.0,5.0,17,18.0,13.16,4.0,Standard,568.94,32.38927231200916,Yes,139.89732386973935,215.0436037476844,Low_spent_Small_value_payments,219.65432238257625,Standard,157.0,5,1
July,39.0,Journalist,34631.43,2845.9525,8.0,7.0,15.0,5.0,17,17.0,13.16,4.0,Standard,568.94,39.88892856452664,Yes,139.89732386973935,80.0149045200348,High_spent_Medium_value_payments,314.6830216102258,Standard,158.0,5,1
August,39.0,Journalist,34631.43,2845.9525,8.0,7.0,15.0,5.0,17,14.0,6.16,4.0,Standard,568.94,33.065942325331626,Yes,139.89732386973935,46.141598555434754,High_spent_Medium_value_payments,348.5563275748259,Standard,159.0,5,1
January,36.0,Lawyer,38681.04,3309.42,7.0,7.0,,7.0,47,18.0,7.06,6.0,_,3442.38,35.76615503593932,Yes,188.32017093768195,69.75951299541627,High_spent_Medium_value_payments,322.86231606690177,Poor,98.0,7,1
February,36.0,Lawyer,38681.04,3309.42,7.0,7.0,15.0,7.0,50,18.0,8.059999999999999,6.0,_,3442.38,40.442046777028,Yes,188.32017093768195,73.10325022010507,,319.518578842213,Poor,,7,1
March,36.0,Lawyer,38681.04,3309.42,,7.0,15.0,7.0,43,15.0,7.06,7.0,_,3442.38,28.54130700656368,Yes,188.32017093768195,45.549254769113176,High_spent_Medium_value_payments,347.07257429320487,Poor,100.0,7,1
April,36.0,Lawyer,38681.04,,7.0,7.0,15.0,7.0,47,17.0,7.06,7.0,Bad,3442.38,28.842328421506835,Yes,188.32017093768195,189.05944249588987,High_spent_Small_value_payments,213.56238656642827,Poor,101.0,7,1
May,36.0,Lawyer,38681.04,3309.42,7.0,7.0,15.0,7.0,47,17.0,7.06,7.0,Bad,3442.38,23.44976888438983,Yes,188.32017093768195,152.43863079676908,Low_spent_Large_value_payments,260.18319826554904,Poor,102.0,7,1
June,36.0,Lawyer,38681.04,3309.42,7.0,7.0,15.0,7.0,47,18.0,7.06,7.0,_,3442.38,29.328373571664383,Yes,188.32017093768195,86.02818253035906,High_spent_Medium_value_payments,306.593646531959,Poor,103.0,7,1
July,36.0,Lawyer,38681.04,,7.0,7.0,15.0,7.0,47,18.0,7.06,7.0,Bad,3442.38,30.57226538680437,Yes,188.32017093768195,79.73076437710883,High_spent_Small_value_payments,322.89106468520924,Standard,104.0,7,1
